Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Odin, Pathmaker of Radiant Destinies	BR01	BR01-24	Black	CustomsAG	4(3)	Sorcerer	Male/Tome	1-2	60	20	776 Thunderous Strikes |ACT| [Once Per Turn] [Flip 2 Bonds face-down, Send 1 "Odin" from your hand to the Retreat Area] Roll 1 6-sided die. If the number rolled was 1, send your entire hand to the Retreat Area. If the number rolled was 2, flip all Bond cards face-down. If the number rolled was 3, draw 5 cards. If the number rolled was 4, until the end of your opponent's next turn, your Main Character's attack becomes 0. If the number rolled was 5, destroy all enemies, then destroy all allies. If the number rolled was 6, destroy your opponent's Main Character 3 times, and use this unit's "776 Thunderous Strikes" without paying the cost.	-	-	-
Niles, Street Rat	BR01	BR01-25	Black	Custom	1	Outlaw	Male/Bow	2	30	10	Poking and Prodding |ACT| [Tap this unit] Choose 1 of your opponent's face-up Bond cards, and flip it face-down. Choose 1 of your opponent's face-down Bond cards, and flip it face-up.	Anti-Fliers |CONT| If this unit is attacking a  <Flier> , this unit gains +30 attack.	-	|ATK SUPP| Thief Emblem: Reveal the topmost card of your opponent's deck. You may send that card to the Retreat Area.
Niles, Striking From the Rear	BR01	BR01-26	Black	Custom	3(2)	Adventurer	Male/Bow	2	50	10	Tactless Dialect |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 of your opponent's Bond cards, and flip it face-down. If you do, send this unit to the Boundless Area. 	Humbling the Mighty |SPEC| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] During your Action Phase, if this card is in the Boundless Area, you may pay the cost and if you do: Choose 1 enemy with a Deployment Cost of 5 or higher. Until the end of the turn, that enemy loses all non-|SPEC| skills and cannot re-acquire them.	Empathy for the Misfortunate |SPEC| At the end of each player's turn, if your opponent has 2 or fewer face-up Bond cards, send this card from the Boundless Area to the Retreat Area.	-
Ophelia, Interpreter of the Stars	BR01	BR01-27	Black	Custom	4(3)	Sorcerer	Female/Tome	1-2	60	20	Life and Death Assault |CONT| If this unit is in combat, the attacking unit gains +50 attack.	Wrath of the Chosen Druid |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When an opponent's Orb is destroyed or sent to the Retreat Area, you may pay the cost and if you do: Your opponent chooses 1 card from their hand, and sends it to the Retreat Area.	The Chosen Heroine Arrives |ACT| [Send 1 "Ophelia" from your hand to the Retreat Area] You may use this unit's "Wrath of the Chosen Druid" again this turn. 	-
Nina, Relentless Daydreamer	BR01	BR01-28	Black	Custom	4(3)	Adventurer	Female/Bow	2	60	10	Robinhood Tactics |ACT| [Once Per Turn] [Tap this unit] Choose 1 of your opponent's Orbs, and look at it. You may send that Orb to the Retreat Area. If you do, your opponent adds the topmost card of their deck to their Orbs.	Lewd Daydream |SPEC| If there are exactly 2 <Male> enemies, this card's Deployment Cost is reduced by 2 while in your hand.	Anti-Fliers |CONT| If this unit is attacking a  <Flier> , this unit gains +30 attack.	-
Elise, Budding Princess	BR01	BR01-29	Black	Custom	1	Troubadour	Female/Staff/Beast	-	20	20	Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-"Elise" card from your Retreat Area, and add it to your hand.	Enfeebling Parry |SPEC| When this card is sent from your hand to the Retreat Area by the cost or effect of an enemy's skill, until the end of the turn, your opponent's Main Character loses -20 attack.	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent's attacking unit cannot Critical Hit.
Elise, Galavanting Troublemaker	BR01	BR01-30	Black	Custom	3(2)	Strategist	Female/Tome/Beast	1-2	50	20	Amends |ACT| [Tap this unit, Send 1 of your Orbs to the Retreat Area] Draw cards until you have 4 cards in your hand.	-	-	-
Elise, Blossoming Talent	BR01	BR01-31	Black	Custom	4(3)	Strategist	Female/Tome/Beast	1-2	60	20	Unrestrained Mercy |AUTO| At the start of your turn, if you and your opponent have 4 or fewer Orbs, each player may choose 1 card from their hand, and add it to their Orbs.	Unrefined Staff Lore |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 of your Orbs, and reveal it. Choose 1 non-"Elise" card from your Retreat Area with the same Unit Name as the revealed card, and add it to your hand. 	Pulled Away for Tea |ACT| [Once Per Turn] Choose up to 2 non-Main Character <Black> allies with a Deployment Cost of 1 or higher and return them to your deck. Afterwards, shuffle your deck. If 1 or more allies were chosen, draw 1 card. If the total Deployment Cost of the chosen cards is 5 or higher, choose 1 non-"Elise" card from your Retreat Area and add it to your hand.	-
Effie, Strongest Woman in Nohr	BR01	BR01-32	Black	Custom	1	Knight	Female/Lance/Armored	1	30	10	Puissance |AUTO| When this unit attacks, if this unit's attack is +10 or more due to the effect of a skill, until the end of combat, this unit gains +10 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	|DEF SUPP| Defense Emblem: Until the end of this combat, your defending unit gains +20 attack.
Effie, Fierce Protector	BR01	BR01-33	Black	Custom	3(2)	General	Female/Lance/Armored	1	50	10	Dietary Surplus |ACT| [Once Per Turn] [Destroy 1 of your Orbs] Until the end of your opponent's next turn, this unit gains +50 attack and acquires the following skill: "[AUTO] [Once Per Turn] When another ally is being attacked, this unit is attacked instead of that ally." 	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	-
Arthur (Nohr), The Uncanny	BR01	BR01-34	Black	Custom	1	Fighter	Male/Axe	1	40	10	Mark of the Misfortunate |AUTO| When this unit performs a Critical Hit, until the end of combat, this unit gains +20 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Arthur (Nohr), Gravitator of Ill-Fortune	BR01	BR01-35	Black	Custom	3(2)	Hero	Male/Axe	1	70	10	Mismanaged Mayhem |ACT| [Once Per Turn] [Destroy 1 ally] Draw 1 card.	-	-	-
Arthur (Nohr), Vanguard of Justice	BR01	BR01-36	Black	Custom	4(3)	Berserker	Male/Axe	1	70	10	Arthur's Valor |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 of your Orbs, reveal it, and send it to the Retreat Area. If that card does not share a Unit Name with any ally, add it to your hand. If you do, choose 1 card from your Retreat Area and add it to your Orbs.	BEWARE MY FISTS OF JUSTICE |AUTO| When an "Arthur (Nohr)" is placed in your Support Area, if your opponent's Main Character is being attacked, choose 1 of your opponent's Orbs, and destroy it. If a non-Main Character enemy is being attacked, destroy that enemy.	"A bird stole my backup map" |AUTO| When 1 of your opponent's units or Orbs is destroyed by "BEWARE MY FISTS OF JUSTICE", destroy this unit.	-
Garon, Ambitious Father	BR01	BR01-37	Black	Custom	1	Nohr Prince	Male/Sword	1	40	20	Bonds of the Concubines |CONT| If you have an allied "Xander", "Camilla", "Leo" or "Elise", this unit gains +10 attack.	-	-	|ATK SUPP| Tandem Emblem: Until the end of this combat, your <Black> attacking unit gains +10 attack.
Garon, Increasingly Uncomfortable	BR01	BR01-38	Black	CustomsAG	5(4)	Nohrian King	Male/Axe	1	80	0	Nohrian Hegemony |ACT| Choose 1 "Xander", "Camilla", "Leo", or "Elise" from your hand, and deploy them. Until this unit leaves the battlefield, treat that ally as if they are also your Main Character. Until the end of the game, you cannot use "Nohrian Hegemony". This skill can only be used if your Main Character is "Garon".	Fruits of Procreation |ACT| Resolve the following effects in descending order until one of the effects succeeds: 1) If your Main Character is "Xander", until this unit leaves the battlefield, he acquires the following skill: "|ACT| [Once Per Turn] [Flip 3 Bonds face-down]: Untap your main character". 2) If your Main Character is "Camilla", until this unit leaves the battlefield, he acquires the following skill: "|AUTO| [Flip 1 Bond face-down]: When your Main Character's attack destroys your opponent's Main Character, you may pay the cost and if you do: Your opponent chooses 1 card in their hand and sends it to the Retreat Area." 3) If your Main Character is "Leo", until this unit leaves the battlefield, he acquires the following skill: "|CONT|: If your opponent has 2 or fewer face-up Bond cards, this unit gains +20 attack." 4) If your Main Character is "Elise", until this unit leaves the battlefield, he acquires the following skill: "|AUTO| At the start of your turn, if you have 2 or more Orbs, draw 1 card." Until the game is over, you may not use "Fruits of Procreation".	[CCS] Almighty Bolverk |CONT| This unit acquires range 1-3.	-
Iago, the Machiavellian	BR01	BR01-39	Black	Custom	4(3)	Sorcerer	Male/Tome	1-2	60	20	Nohr's Greatest Tactician |AUTO| [Once Per Turn] When your Main Character's attack destroys your opponent's Main Character, choose 1 card from your opponent's hand without looking, and reveal it. You may [Flip 1 Bond face-down] to send that card to the Retreat Area.	Staff Savant |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When a card is added to your hand from the Retreat Area, you may pay the cost and if you do: Choose 1 non-"Iago" card with a different Unit Name than that card from your Retreat Area and add it to your hand.	-	-
Hans, Committer of War Crimes	BR01	BR01-40	Black	Custom	4(3)	Berserker	Male/Axe	1	70	10	Career Brutality |AUTO| When your <Black> Main Character's attack destroys your opponent's Main Character, you may choose 1 non-Main Character enemy, and destroy them.	Reckless Abandon |AUTO| When this unit attacks, until the end of combat, this unit gains +20 attack.	-	-
Corrin (Male), Abused Prince	BR01	BR01-41	White/Black	Custom	0	Nohr Prince	Male	-	0	20	Wiped Memories |AUTO| When this unit is deployed, look at the topmost card of your Deck. You may send that card to the Retreat Area.	Unshaken Potential |CONT| This unit cannot be tapped by the cost of an ally's skill.	Naive Child of Nohr |AUTO| At the end of your turn, if this unit is not your Main Character, send this unit to the Boundless Area. If you have an allied "Xander", "Camilla", "Leo" or "Elise", draw 1 card.	-
Corrin (Female), Crusader of a Bloody Peace	BR01	BR01-42	White/Black	Custom	4(3)	Nohr Noble	Female/Sword	1	70	20	Rallying Around Peace |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 <Black> card with a Deployment Cost of 2 or lower from your hand, and deploy it.	The Strength to Gather Allies |CONT| If you have 2 or more other <Black> allies, this unit gains +10 attack, acquires <Tome> and 1-2 range.	-	-
Felicia, Supportive Partner	BR01	BR01-43	Black	Custom	2	Troubadour	Female/Staff/Beast	-	40	20	Dagger Aptitude |SPEC| This unit acquires <Knife> and range 1-2.	Klutsy Efficacy |ACT| [Once Per Turn] [Send 1 of your Orbs to the Retreat Area] Choose 1 card from your Boundless Area, and add it to your hand.	-	-
Felicia, Reckless Servant	BR01	BR01-44	Black	Custom	4(3)	Maid	Female/Knife	1-2	60	20	Toppled Cutlery |ACT| [Once Per Turn] [Choose 1 of your Orbs and destroy it]  Until the end of the turn, this unit gains +30 attack. 	I'M GONNA BREAK YOU |ACT| [Once Per Turn] [Destroy 1 ally] Untap this unit. Until the end of the turn, the number of Orbs that this unit's attack will destroy is increased by 1. This skill can only be used if you have used this unit's "Toppled Cutlery" this turn.	-	-
Flora, Deceptive Partner	BR01	BR01-45	Black	Custom	2	Troubadour	Female/Staff/Beast	-	40	20	Dagger Aptitude |SPEC| This unit acquires <Knife> and range 1-2.	Compulsive Productivity |CONT| If you have 2 or fewer Orbs, the Class Change Cost of cards in your hand with a Deployment Cost of 5 or higher is reduced by 1. However, the Class Change Cost cannot be reduced to lower than 1.	-	-
Flora, Indentured Servant	BR01	BR01-46	Black	Custom	4(3)	Maid	Female/Knife	1-2	60	20	An Icy Trap |AUTO| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] When an enemy with a Deployment Cost of 5 or higher is tapped, if your opponent has 5 or more cards in their hand, you may pay the cost and if you do: Choose 1 card from your opponent's hand without looking, and send it to the Retreat Area.	Chilling Initiative |AUTO| When a card from your opponent's hand is sent to the Retreat Area by this unit's "An Icy Trap", if that card has the same Unit Name as an enemy, draw 1 card.	Duty to the Ice Tribe |AUTO| When a card from your opponent's hand is sent to the Retreat Area by this unit's "An Icy Trap", if that card has the same Unit Name as your opponent's Main Character, draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	-
Jakob, Evasive Partner	BR01	BR01-47	Black	Custom	2	Troubadour	Male/Staff/Beast	-	40	20	Dagger Aptitude |SPEC| This unit acquires <Knife> and range 1-2.	Due Diligence |ACT| [Tap this unit] Look at the topmost card of your Deck. You may send that card to the Retreat Area.	-	-
Jakob, Indebted Servant	BR01	BR01-48	Black	Custom	4(3)	Butler	Male/Knife	1-2	60	20	Five Star Service |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Choose 1 card from your Retreat Area with the same Unit Name as your Main Character, and add it to your hand. 	Relentless Chasticement |ACT| [Once Per Turn] Until the end of your opponent's next turn, your opponent is unable to draw cards via a skill's effect. This skill can only be used if you have used this unit's "Five Star Service" this turn.	-	-
Gunter, Veterate Guardian	BR01	BR01-49	Black	Custom	4(3)	Great Knight	Male/Lance/Armored/Beast	1	70	10	Strength Preserved in Old Bones |SPEC| If you have 3 or more face-down Bond cards, the Deployment Cost of this card is reduced by 2 while in your hand.	Timeless Mentorship |CONT| If your Main Character is <Black>, this unit and your Main Character gain +10 attack.	Veterate Force |ACT| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] If there are more allies than enemies, choose as many non-Main Character enemies in the Front Line as you wish, and move them.	-
Lilith, Envoy of the Hidden Kingdom	BR01	BR01-50	White/Black	Custom	4	Astral Dragon	Female/Dragonstone/Dragon	1-2	60	20	Guardian of the Astral Gate |CONT| During your turn, this unit gains +10 attack per other ally with a Deployment Cost of 4 or higher.	Blessing of the First Dragons |ACT| [Once Per Turn] Draw 1 card. This skill can only be used if this unit has 100 or higher attack.	-	-

Sharena, Golden Princess	CM01	CM01-001	Colorless	Custom	1	Princess	Female/Lance	1	40	20	Loving Heart |CONT|  During your turn, if you have 2 or more face-up <Symbol-less> Bond cards, this unit gains +10 attack.	-	-	|DEF SUPP| Hope Emblem: If your defending unit is <Symbol-less>, choose 1 of your Orbs and look at it.
Sharena, Askran Gem	CM01	CM01-002	Colorless	Custom	3	Princess	Female/Lance	1	60	20	Adaptable Summoning |AUTO| [Send 1 card from your hand to the Retreat Area] At the start of your turn, you may pay the cost and if you do: Until the end of the turn, all face-up <Symbol-less> Bond cards acquire the <Symbol> of the card sent to the Retreat Area as the cost of this skill.	"Let's work together." |CONT| During your turn, if you have 1 or more non-Main Character allies with a <Symbol>, this unit gains +10 attack.	A Hero's Heart |SPEC| If your Main Character is "Sharena", this card is treated as if it has Class Change Cost of 2.	-
Sharena, Harmony Loving Queen	CM01	CM01-003v2	Colorless	Custom	4(3)	Queen	Female/Lance	1	70	20	Everyone's Invited |SPEC| During your turn, if this unit is your Main Character, all cards in your hand lose all of their <Symbols>.	"I can fit in anywhere!" |CONT| This unit acquires all <Symbols>.	-	-
Laevatein, Hot Blooded Fighter	CM01	CM01-004	Colorless	Custom	1	Sword Fighter	Female/Sword	1	40	10	Twin Star Axe |ACT| [Flip 1 <Axe> Bond face-down] Until the end of the turn, this unit acquires <Axe> and range 1-2.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Laevatein, Passionate Duelist	CM01	CM01-005	Colorless	Custom	3	Sword Fighter	Female/Sword	1	70	10	Blade Tempered with Heart and Soul |ACT| [Once per Turn] [Destroy 1 of your Orbs] Until the end of your turn, this unit gains +10 attack.	A Hero's Heart |SPEC| If your Main Character is "Laevatein", this card is treated as if it has Class Change Cost of 2.	-	-
Laevatein, One With Her Blade	CM01	CM01-006	Colorless	Custom	5(4)	Infernal Queen	Female/Sword	1	70	10	Imperishable Resolve |ACT| [Once per Turn] [Destroy 1 of your Orbs] Until the end of the turn, the number of Orbs that this unit's attack will destroy becomes 2.	Pinpoint Precision |ACT| [Once per Turn] [Send 1 "Laevatein" from your hand to the Retreat Area] Until the end of the turn, this unit's attacks cannot be evaded.	Exhaustive Technique |CONT| This unit cannot be untapped by a skill's effect.	-
Laegjarn, Unquenchable Steel	CM01	CM01-007	Colorless	Custom	3	Cavalier	Female/Lance/Beast	1	70	10	Tempered Resolve |AUTO| [Once per Turn] When 1 of your Orbs is destroyed by the cost or effect of a skill, you may untap this unit.	Relentless Onslaught |AUTO| Each time this unit is untapped by the effect of a skill, until the end of the turn, this unit gains +10 attack.	-	-
Lif, Loyal Fighter	CM01	CM01-008v2	Colorless	Custom	1	Sword Fighter	Male/Sword	1	40	10	General of the Dead |CONT| During your turn, if you have 1 or more <Monster> allies, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.
Lif, Warrior for the Dead	CM01	CM01-009	Colorless	Custom	3	Sword Fighter	Male/Sword	1	60	10	Forward March |CONT| If you have 2 or more <Monster> allies, this unit gains +10 attack.	A Hero's Heart |SPEC| If your Main Character is "Lif", this card is treated as if it has Class Change Cost of 2.	-	-
Lif, Gifted General	CM01	CM01-010	Colorless	Custom	4(3)	Great Knight	Male/Sword/Beast	1	70	10	Strength In Numbers |CONT| If you have 3 or more <Monster> allies, all allies gain +10 attack	Growing Army |ACT| [Once per Turn] [Tap 1 other ally] Choose as many <Monster> cards from your hand whose Deployment Costs collectively total the tapped ally’s Deployment Cost or less and deploy them.	Undead Unity |CONT| If the card supporting an ally is a <Monster>, that ally gains +10 attack.	-
Thrasir, Bloodthirsty Witch	CM01	CM01-011	Colorless	Custom	3	Dark Mage	Female/Tome	1-2	50	20	Power Surge |ACT| [Once per Turn] Choose 1 ally. Until the end of the opponent's next turn, that ally loses -30 attack, then this unit gains +20 attack until the end of the opponent's next turn. If the ally chosen for this skill would have 0 or less attack as a result of this skill, destroy that ally instead.	Ifingr |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.	-	-
Eir, Melancholic Princess	CM01	CM01-012	Colorless	Custom	2	Dark Princess	Female/Knife/Flier/Beast	1-2	30	30	Permanent Repose |AUTO| [Once per Turn] [Tap this unit, Flip 1 Bond face-down] When an ally is destroyed by the cost or effect of a skill, you may pay the cost and if you do: Draw 1 card.	-	-	-
Fjorm, Not So Frigid Princess	CM01	CM01-013	Colorless	Custom	1	Princess	Female/Lance	1	40	20	Together, Hand In Hand |CONT| If you have 2 or more other <Symbol-less> allies, this unit gains +10 attack.	-	-	|ATK SUPP| Illumination Emblem: If your attacking unit has a <Symbol>, choose 1 of your Orbs and look at it.
Fjorm, Gentle Ruler	CM01	CM01-014	Colorless	Custom	3	Princess	Female/Lance	1	60	20	Ice Cold Lance |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Until the end of the opponent's next turn, all non-Main Character enemies lose -10 attack.	Frigid Resourcefulness |ACT| [Once Per Turn] [Flip 1 Bond face-down] If there are no non-Main Character enemies, draw 1 card.	A Hero's Heart |SPEC| If your Main Character is "Fjorm", this card is treated as if it has Class Change Cost of 2.	-
Fjorm, Ice Ascendant	CM01	CM01-015	Colorless	Custom	4(3)	Nifl's Champion	Female/Axe/Armored	1	70	20	Sub-Zero Strike |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: At the end of this combat, choose as many non-Main Character enemies as you wish whose attack is collectively equal to the attack of the destroyed enemy or lower and destroy them.	Icy Aura |ACT| [Once per Turn] [Send 1 "Fjorm" from your hand to the Retreat Area] Until the end of your opponent's next turn, all non-Main Character enemies lose -20 attack.	-	-
Ylgr, Ice Cold Princess	CM01	CM01-016	Colorless	Custom	3	Princess	Female/Knife	1-2	50	20	Enfeeblement |AUTO| [Flip 1 Bond face-down] Each time this unit's attack fails to destroy an enemy, you may pay the cost and if you do: Until the end of your opponent's next turn, that enemy loses -10 attack.	-	-	-
Gunnthra, Loving Elder Sister	CM01	CM01-017	Colorless	Custom	2	Princess	Female/Tome/Beast	1-2	40	20	Chilling Wind |AUTO| [Tap this unit] Each time an enemy loses -10 or more attack due to the effect of a skill, you may pay the cost and if you do: Until the end of the opponent’s next turn, that enemy loses -10 attack..	-	-	-
Gustav, Devoted Father	CM01	CM01-018	Colorless	Custom	3	King	Male/Axe/Beast	1	60	20	"Kingly Majesty |SPEC| This unit's Deployment Cost in your hand is reduced by 1 for each different <Symbol> among non-Main Character allies. The Deployment Cost of this unit cannot be brought to less than 0 through the effect of this skill."	King's Protection |ACT| [Flip 1 Bond face-down] When an allied "Alfonse" or "Sharena" is attacked, you may pay the cost and if you do: This unit is attacked instead.	Parting Gift |AUTO| When this unit is destroyed by an enemy's attack, you may draw 1 card. This skill only triggers if you have an allied "Alfonse" or "Sharena".	-
Loki, Enigmatic Healer	CM01	CM01-019	Colorless	Custom	2	Priest	Female/Staff	2	40	20	Diabolical Ruse |ACT| [Tap this unit, Send 1 card from your hand to the Retreat Area] Choose 1 non-"Loki" <Symbol-less> card with a Deployment Cost of 4 or lower from your Retreat Area, and add it to your hand.	-	-	-
Freyr, King of the Elves	CM01	CM01-020v2	Colorless	Custom	3	Elf King	Male/Fang/Flier	1-2	40	30	Rejuvenative Technique |AUTO| When this unit is deployed, if you have 5 or more Bond cards, you may choose 1 ally. Until the end of the opponent's next turn, that ally gains +10 attack and cannot be destroyed by the cost or effect of skills.	Protective Aura |ACT| [Once per Turn] Until the end of your opponent's next turn, allies in the Front Line cannot be destroyed by enemy Critical Hits. This skill can only be used if you have 3 or more face-up Bond cards.	-	-
Lianna, Golden Bloom of Unity	CM01	CM01-021	Colorless	Custom	5(4)	Golden Princess	Female/Sword	1	70	20	"United We Stand" |AUTO| [Flip 3 Bonds face-down] When this unit is deployed or Class Changed into, you may pay the cost and if you do: Draw 1 card per other <Symbol-less> ally.	"Together We Fight" |CONT| During your turn, this unit gains +10 attack per other <Symbol-less> ally.	-	-
Celica, Divine Ruler	CM01	CM01-022	Red	Custom	5(4)	Queen	Female/Sword	1	70	20	Queen's Prowess |CONT| If the number of allies is greater than the number of enemies, all allies gain +10 attack.	Divine Ruler |AUTO| [Flip 2 Bonds face-down] At the start of your Deployment Phase, if this unit is your Main Character, you may pay the cost and if you do: Choose 1 <Red> card with a Deployment Cost of 1 from your Retreat Area, and deploy it.	"Mila's Will |AUTO| [Once per Turn] When another <Red> ally is Class Changed, draw 1 card."	-
Genny, Heartwarming Cleric	CM01	CM01-023	Red	Custom	4(3)	Saint	Female/Tome	1-2	60	20	"Here to help!" |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 non-"Genny" card with a Class Change Cost of 4 or higher from your Retreat Area, and add it to your hand.	Shared Joy |AUTO| [Once per Turn] When another ally Class Changes, until the end of the turn, this unit gains +30 attack.	-	-
Mae, Headstrong Magical Girl	CM01	CM01-024	Red	Custom	3(2)	Priestess	Female/Sword	1	60	20	Thunder Magic |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome> and range 1-2.	"I love zapping fools!" |AUTO| When this unit's Critical Hit destroys an enemy, choose 1 card from your Retreat Area with a Deployment Cost of 3 or lower and the same Unit Name as your Main Character, and add it to your hand.	-	-
Mae, Strongest Thunder Wielder	CM01	CM01-025	Red	Custom	4(3)	Priestess	Female/Sword	1	70	20	"Let me borrow that." |ACT| [Tap 1 <Tome> ally] Until the end of the turn, this unit acquires <Tome> and range 1-2.	Potent Thunder Magic |ACT| [Once per Turn] [Send 1 "Mae" from your hand to the Retreat Area] Until the end of your opponent's next turn, this unit gains +10 attack, and the number of Orbs this unit’s attack will destroy becomes 2.	Mila's Wisdom |AUTO| [Once Per Turn] When this unit's attack ends, if you have 3 or fewer cards in your hand, draw 1 card. This skill only triggers if "Potent Thunder Magic" was used this turn.	-
Boey, Sage Sworn to Protect	CM01	CM01-026	Red	Custom	4(3)	Sage	Male/Tome	1-2	60	20	Magic Influx |CONT| During your turn, this unit gains +10 attack per other <Red> <Tome> ally.	Sagittae |AUTO| When this unit attacks, if this unit has 100 or higher attack, choose 1 non-Main Character enemy, and destroy them.	Maintaining Advantage |AUTO| [Flip 1 Bond face-down] During your turn, when an enemy is destroyed by a skill's effect, you may pay the cost and if you do: Draw 1 card.	-
Faye, Budding Maiden	CM01	CM01-027	Red	Custom	1	Villager	Female/Sword	1	30	20	"For My Alm!" |CONT| If you have an allied "Alm", this unit gains +10 attack.	-	-	|DEF SUPP| Resistance Emblem: If your defending unit is destroyed, then at the end of this combat, you may deploy this card instead of sending it to the Retreat Area.
Faye, Fighting For Him	CM01	CM01-028v2	Red	Custom	3(2)	Priestess	Female/Sword	1	60	20	Showing Off |CONT| If the card supporting this unit is "Alm", the number of Orbs this unit's attacks will destroy is increased by 1.	-	-	-
Faye, Hunting Her Ideal	CM01	CM01-029	Red	Custom	4(3)	Priestess	Female/Sword	1	70	20	Looking For Inspiration |ACT| [Once per Turn] Reveal the top card of your Deck. If that card's Unit Name is "Alm", until the end of your opponent's next turn, this unit gains +30 attack. If the revealed card does not have the Unit Name "Alm" tap this unit. Send the revealed card to the Retreat Area. This skill cannot be used unless this unit is untapped.	"Fight With Me" |AUTO| [Flip 2 Bonds face-down] When an "Alm" is sent to your Retreat Area by the cost or effect of a skill, you may pay the cost and if you do: Deploy the "Alm" sent to your Retreat Area. Units deployed by this skill lose all their skills.	-	-
Clair, Cultured Lady	CM01	CM01-030v2	Red	Custom	3(2)	Falcon Knight	Female/Lance/Flier/Beast	1	50	30	Rallying Cry |ACT| [Tap this unit, Flip 1 Bond face-down] Until the end of the turn, all other <Red> allies gain +10 attack.	Supportive Role |AUTO| [Flip 1 Bond face-down] When this unit is tapped by a skill's cost or effect, you may pay the cost and if you do: Draw 1 card.	-	-
Clair, Flying Knight of the Deliverance	CM01	CM01-031v2	Red	Custom	4(3)	Falcon Knight	Female/Lance/Flier/Beast	1	60	30	Golden Lance |CONT| If the card supporting this unit is a <Flier>, this unit gains +10 attack.	Supportive Formation |ACT| [Once per Turn] [Tap 1 <Flier> ally] Until the end of the turn, all <Flier> allies gain +10 attack. If a <Red> ally is tapped for the cost of this skill, you may draw 1 card, then choose 1 card from your hand and send it to the Retreat Area.	-	-
Clair, Elegant Winged Protecter	CM01	CM01-032	Red	Custom	5(6)	Harrier	Female/Lance/Flier/Beast	1	60	30	Paralyzing Speed |AUTO| When you Class Change into this unit, until the end of the turn, you may activate this unit’s "Final Push" without paying the cost. This skill will not activate if this unit Class Changes by a skill's effect.	Final Push |AUTO| [Once Per Turn] [Flip 3 Bonds face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Untap all allies.	[CCS] Budding Talent |CONT| This unit gains +10 attack, and this unit’s attacks cannot be evaded by non-Main Character  enemies. ([CCS] can only trigger if this unit is Class Changed.)	-
Silque, Saintly Woman	CM01	CM01-033	Red	Custom	3(2)	Saint	Female/Tome	1-2	50	20	Endless Servitude |ACT| [Tap this unit, Flip 1 Bond face-down] Choose 1 non-"Silque" card with the same Deployment Cost or Class Change Cost as your Main Character from your Retreat Area, and add it to your hand.	Divine Protection |CONT| Enemies attacking your Main Character cannot Critical Hit.	-	-
Silque, Mila's Devout	CM01	CM01-034	Red	Custom	4(3)	Saint	Female/Tome	1-2	60	20	Fortify |ACT| [Tap this unit, Flip 3 Bonds face-down] Choose 2 non-"Silque" cards with different Unit Names from your Retreat Area, and add them to your hand.	Divine Barrier |AUTO| [Once per Turn] When your Main Character is being attacked, until the end of this combat, your Main Character gains +10 attack.	[CCS] Mila's Grace |CONT| Your allies cannot be destroyed by the effect of enemy skills. ([CCS] can only trigger if this unit is Class Changed.)	-
Mathilda, Wild Valkyrie	CM01	CM01-035	Red	Custom	3(2)	Paladin	Female/Lance/Beast	1	60	10	One True Love |CONT| If you have an allied "Clive", this unit and allied "Clive" gain +10 attack.	-	-	-
