Name	Set	Imagefile	Color	Rarity	Cost	Class	Type	Range	Attack	Support	Skill#1	Skill#2	Skill#3	Skill#4	
Kyle, Ardent Knight	B11	B11-024N_SAMPLE	Purple	N	1	Cavalier	Male/Lance/Beast	1	40	10	Renais' Red and Green |CONT| If this unit is being supported by "Forde", this unit gains +30 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Forde, Lax Red Paladin	B11	B11-025HN_SAMPLE	Purple	HN	3(2)	Paladin	Male/Lance/Beast	1	60	10	Easygoing Influencer |AUTO| If this unit is in the Front Line, non-Main Character enemies in the Back Line cannot Critical Hit.	Gallant Prince's Twin Knights |CONT| If you have an allied "Ephraim" or "Kyle", this unit gains +10 attack.	-	-	
Forde, Wild Knight	B11	B11-026N_SAMPLE	Purple	N	1	Cavalier	Male/Lance/Beast	1	40	10	Renais' Green and Red |CONT| If this unit is being supported by "Kyle", this unit gains +30 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Tana, Wings of Love and Friendship	B11	B11-027SR_SAMPLE	Purple	SR	4(3)	Falcon Knight	Female/Lance/Flier/Beast	1	60	30	Tomboyish Knightess |CONT| During your turn, if your main character is <Purple>, this unit gains +10 attack.	-	-	|ATK SUPP| Winged Princess: [Flip 2 Bonds face-down] If you have 2 or fewer Orbs, you may pay the cost and if you do: When this combat ends, deploy this card instead of sending it to the Retreat Area.	
Tana, Princess of Frelia	B11	B11-028N_SAMPLE	Purple	N	1	Pegasus Knight	Female/Lance/Flier/Beast	1	30	30	Fluttering White Wings |AUTO| After this unit attacks and if this unit isn't your Main Character, you may place this card on the top of your Deck.	-	-	|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.	
Amelia, Blossoming Talent	B11	B11-029SR_SAMPLE	Purple	SR	4(3)	General	Female/Lance/Armored	1	70	10	"I want to get stronger!" |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 "Amelia" from your Retreat Area, and stack it on top of this unit to Level Up her.	[LvS3] Sparkling Armor |CONT| non-Main Character enemies attacking this unit cannot Critical Hit.	[LvS5] Determined Lanceplay |CONT| This unit gains +10 attack. ([LvSX] is only active if a total of X or more cards are in this unit's stack.)	-	
Amelia, Rose of the War	B11	B11-030N_SAMPLE	Purple	N	2	Knight	Female/Lance/Armored	1	40	10	"Will I be a real soldier soon?" |SPEC| This card is treated as if it has a Class Change Cost of 2.	Polished Armor |CONT| Enemies with a Deployment Cost of 1 who are attacking this unit cannot Critical Hit.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	
Amelia, Recruit in her First Fight	B11	B11-031N_SAMPLE	Purple	N	1	Recruit	Female/Lance	1	30	10	Preparing for Battle |AUTO| [Flip 1 Bond face-down] At the start of your turn, you may pay the cost and if you do: Choose up to 1 "Amelia" with a Deployment Cost of 2 or lower from your Deck, and add it to your hand. Afterwards, shuffle your Deck.	-	-	|DEF SUPP| Training Emblem: If your defending unit is destroyed, at the end of this combat, you may add this card to your hand instead of sending it to the Retreat Area.	
Innes, King and Strategician	B11	B11-032R_SAMPLE	Purple	R	3(2)	Sniper	Male/Bow	2	50	20	Ingenious Precision |ACT| [Once per Turn] [Reveal and place a card from your hand on top of your Deck] Until the end of the turn, this unit gains +20 attack.	Nidhogg's Bow Arm |CONT| If your Main Character is <Purple>, this unit's attacks cannot be evaded by non-Main Character enemies.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	
Innes, King and Strategician+	B11	B11-032Rplus_SAMPLE	Purple	R+	3(2)	Sniper	Male/Bow	2	50	20	Ingenious Precision |ACT| [Once per Turn] [Reveal and place a card from your hand on top of your Deck] Until the end of the turn, this unit gains +20 attack.	Nidhogg's Bow Arm |CONT| If your Main Character is <Purple>, this unit's attacks cannot be evaded by non-Main Character enemies.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	
Innes, Prince of Frelia	B11	B11-033N_SAMPLE	Purple	N	1	Archer	Male/Bow	2	30	20	The Bout Must Be Won |CONT| If this unit is attacking an enemy with a Deployment Cost of 2 or higher, this unit gains +10 attack.	Anti-Fliers |CONT| If this unit is attacking a <Flier>, this unit gains +30 attack.	-	|ATK SUPP| Tactical Emblem: If your attacking unit is <Purple>, choose 1 enemy, other than the defending unit. You may move that enemy.	
Gerik, Desert Tiger	B11	B11-034R_SAMPLE	Purple	R	4(3)	Hero	Male/Sword	1	70	10	Gerik's Mercenaries |CONT| If you have 2 or more other allies with 10 support, this unit gains +20 attack.	Costly Bounty |AUTO| [Flip 1 Bond face-down] When this unit's attack destroys the enemy's Main Character, you may pay the cost and if you do: Draw 1 card.	-	-	
Gerik, Chief of Gerik’s Mercenaries	B11	B11-035N_SAMPLE	Purple	N	2	Mercenary	Male/Sword	1	50	10	Leader of the Valorous |CONT| This unit gains +10 attack per each other ally with 10 Support.	-	-	-	
L'Arachel, Queen of Light	B11	B11-036R_SAMPLE	Purple	R	3(2)	Valkyrie	Female/Tome/Beast	1-2	50	20	Identity Revealed |CONT| If this unit is in the same area as your Main Character, this unit gains +10 attack.	"Evil must be struck down!" |AUTO| [Once per Turn] When this unit's attack destroys a <Monster>, untap this unit.	-	|ATK SUPP| Princess's Blessed Staff: [Flip 3 Bonds face-down] You may pay the cost and if you do: Choose up to 2 cards with the same Unit Name as your Main Character from your Retreat Area, and add them to your hand.	
L'Arachel, Queen of Light+	B11	B11-036Rplus_SAMPLE	Purple	R+	3(2)	Valkyrie	Female/Tome/Beast	1-2	50	20	Identity Revealed |CONT| If this unit is in the same area as your Main Character, this unit gains +10 attack.	"Evil must be struck down!" |AUTO| [Once per Turn] When this unit's attack destroys a <Monster>, untap this unit.	-	|ATK SUPP| Princess's Blessed Staff: [Flip 3 Bonds face-down] You may pay the cost and if you do: Choose up to 2 cards with the same Unit Name as your Main Character from your Retreat Area, and add them to your hand.	
L'Arachel, Beauteous Maiden of Justice	B11	B11-037N_SAMPLE	Purple	N	1	Troubadour	Female/Staff/Beast	-	20	20	Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-"L'Arachel" card from your Retreat Area, and add it to your hand.	Latona's Protection |CONT| If an ally is in combat with a <Monster>, that ally gains +10 attack.	-	|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot Critical Hit.	
Dozla, Steady Axe	B11	B11-038HN_SAMPLE	Purple	HN	3(2)	Berserker	Male/Axe	1	50	10	"Gwah ha ha! My heart cries out for battle!" |CONT| During your turn, this unit gains +20 attack.	The Holy Princess' Berserker |CONT| If this unit is being supported by "L'Arachel", this unit cannot be destroyed.	-	|DEF SUPP| Heroic GuardAxe: If your defending unit is "L'Arachel", until the end of this combat, your defending unit gains +50 attack.	
Saleh, Well of Wisdom	B11	B11-039HN_SAMPLE	Purple	HN	3(2)	Sage	Male/Tome	1-2	50	20	Sage of the Frontier Ville |ACT| [Once per Turn] [Flip 2 Bonds face-down] Draw 1 card.	Defender of the Dragonkin |CONT| If you have 1 or more other <Dragonstone> allies, this unit gains +10 attack.	-	-	
Rennac, Rich "Merchant"	B11	B11-040HN_SAMPLE	Purple	HN	3(2)	Rogue	Male/Sword	1	50	10	Masterful Pick |ACT| [Tap this unit] Reveal the top card of your opponent's Deck. If that card has a Deployment Cost of 3 or higher, draw 1 card.	Fated for Servitude |AUTO| [Once per Turn] [Flip 1 Bond face-down] When this unit reveals a card using "Masterful Pick", if you have an allied "L'Arachel", you may pay the cost and if you do: Untap this unit.	-	-	
Myrrh, Great Dragon	B11	B11-041R_SAMPLE	Purple	R	3	Manakete	Female/Dragonstone/Flier/Dragon	1	50	20	Eternally Young Savior |ACT| [Once per Turn] Choose 1 of your Bond cards, and add it to your hand.	Ancient Dragonkin |CONT| If you have 6 or more Bond cards, this unit gains +30 attack.	-	-	
Myrrh, Great Dragon+	B11	B11-041Rplus_SAMPLE	Purple	R+	3	Manakete	Female/Dragonstone/Flier/Dragon	1	50	20	Eternally Young Savior |ACT| [Once per Turn] Choose 1 of your Bond cards, and add it to your hand.	Ancient Dragonkin |CONT| If you have 6 or more Bond cards, this unit gains +30 attack.	-	-	
Myrrh, Girl of the Dragonkin	B11	B11-042N_SAMPLE	Purple	N	1	Manakete	Female/Flier/Dragon	-	30	20	"I'll fight too." |CONT| If you have 1 or more other <Purple> allies, this unit acquires <Dragonstone> and range 1.	Ancient Dragonkin |CONT| If you have 3 or more Bond cards, this unit gains +30 attack.	-	|ATK SUPP| Dragonkin Emblem: If your attacking unit is <Purple>, choose 1 card from your hand. You may place that card in your Bond Area.	
Syrene, Commander of the 3rd Battalion	B11	B11-043HN_SAMPLE	Purple	HN	3(2)	Falcon Knight	Female/Lance/Flier/Beast	1	50	30	Beautiful Soaring Commander |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack per <Flier> ally.	-	-	|DEF SUPP| Graceful Wings of Deliverance: Choose 1 ally, other than your defending unit. You may move that ally.	
Syrene, Graceful Flier	B11	B11-044N_SAMPLE	Purple	N	1	Pegasus Knight	Female/Lance/Flier/Beast	1	30	30	Frelia's Finest Wings |ACT| [Once per Turn] Move this unit to the Front Line. This skill cannot be used unless this unit is untapped.	-	-	|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally.	
Lyon, Demon-Stained Pure Heart	B11	B11-045R_SAMPLE	Purple	R	4(3)	Necromancer	Male/Tome	1-2	60	0	Forbidden Summoning |ACT| [Once per Turn] [Flip 2 Bonds face-down] Choose up to 1 <Monster> card with a Deployment Cost of 3 or lower from your Deck, and deploy it. Afterward, shuffle your Deck.	Pulse of the Demon King |CONT| This unit gains +10 attack per every <Monster> unit with a different Unit Name on the Battlefield.	Shattered Sacred Stone |AUTO| When this unit's attack destroys the opponent's Main Character, until the end of the turn, all <Monster> allies gain +10 attack.	-	
Lyon, Prince of Grado	B11	B11-046N_SAMPLE	Purple	N	1	Shaman	Male/Tome	1-2	30	20	Study of the Sacred Stone |ACT| [Once per Turn] If you have 1 or more other <Purple> allies, look at 1 of your Orbs.	-	-	|ATK SUPP| Darkness Emblem: If your opponent has 5 or more cards in their hand, your opponent chooses 1 card from their hand and sends it to the Retreat Area.	
Bael, Giant Man-Eating Spider	B11	B11-047N_SAMPLE	Purple	N	3	Monster	Fang/Monster	1	70	0	Lost Divine Protection |SPEC| You may have 2 or more allied "Bael" at once. You can deploy this unit even if you already have an allied "Bael", and you may have 2 or more allied "Bael". |SPEC| You may have 5 or more cards with the same Unit Name as this card in your Deck.	Delicious Prey |CONT| If this unit is attacking an enemy with a Deployment Cost of 3 or lower, this unit gains +10 attack.	Vicious Instinct |CONT| This unit cannot Critical Hit or Evade.	-	
Gorgon, Snake-Haired Demon	B11	B11-048HN_SAMPLE	Purple	HN	3	Monster	Tome/Monster	1-2	50	0	Lost Divine Protection |SPEC| You may have 2 or more allied "Gorgon" at once. You can deploy this unit even if you already have an allied "Gorgon", and you may have 2 or more allied "Gorgon". |SPEC| You may have 5 or more cards with the same Unit Name as this card in your Deck.	Stone |ACT| [Tap this unit] Choose 1 non-Main Character enemy. At the start of your opponent's next turn, the chosen enemy cannot be untapped.	Vicious Instinct |CONT| This unit cannot Critical Hit or Evade.	-	
Alice, Battlefield Tea Time	B11	B11-049N_SAMPLE	Purple	N	3(2)	Bishop	Female/Tome	1-2	50	20	"Scrumptious! I enjoyed that!" |CONT| During your turn, if a card successfully supporting this unit is sent to your Retreat Area, you may Flip 2 Bonds to add that card to your hand instead.	Touring the Realms |ACT| [Once per Turn] If you have an allied "Valjean", move this unit.	-	-	
Valjean, Courteous Great Knight	B11	B11-050N_SAMPLE	Purple	N	3(2)	Great Knight	Male/Axe/Beast/Armored	1	60	10	"...Pardon the delay." |ACT| [Once per Turn] If you have an allied "Alice", choose 1 non-"Valjean" card from your Retreat Area and place it on top of your Deck.	Unsplit Tea Tray |CONT| During your opponent's turn, this unit gains +10 attack.	-	-	
Alm, Man Awoken to Conquest	B11	B11-051SR_SAMPLE	Red	SR	5(6)	Conqueror	Male/Sword	1	70	20	Great Conqueror |AUTO| When you Class Change into this unit, choose up to 1 <Red> card from your Retreat Area, and deploy it. This skill will not trigger if this unit Class Changes by a skill's effect.	Power Beyond Mankind |CONT| If the number of allies exceeds the number of enemies, this unit gains +20 attack.	Scendscale |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit acquires range 1-3.	-	
Alm, Prince of Rigel	B11	B11-052N_SAMPLE	Red	N	1	Fighter	Male/Sword	1	40	20	Heir to Strength |AUTO| [Once per Turn] When another <Red> ally is deployed, until the end of the turn, this unit gains +10 attack.	-	-	|ATK SUPP| Fate Emblem: If your attacking unit is <Red>, draw 1 card. If you do, choose 1 card from your hand, and place it on top of your Deck.	
Celica, Maiden Awoken to Queenship	B11	B11-053SR_SAMPLE	Red	SR	5(6)	Rigain	Female/Tome	1-2	60	20	Great Queen |AUTO|  When you Class Change into this unit, choose up to 3 Non-Main Character enemies, and destroy them. This skill cannot be activated if this unit changed class from a skill's effect.	Firm Will and Wit |CONT| If the number of allies exceeds the number of enemies, this unit gains +20 attack.	Ragnarok Ω |ACT| [Once per Turn] [Flip 2 Bonds face-down] Choose 1 non-Main Character enemy, and destroy them.	-	
Celica, Lady of Zofia	B11	B11-054N_SAMPLE	Red	N	1	Priestess	Female/Sword	1	40	20	Heiress to Love |ACT| [Once per Turn] [Tap 1 other <Red> ally] Until the end of the turn, this unit acquires <Tome> and 1-3 range.	-	-	|DEF SUPP| Hope Emblem: If your defending unit is <Red>, choose 1 of your Orbs and look at it.	
Faye, Watchful Black Wings	B11	B11-055R_SAMPLE	Red	R	3(4)	Harrier	Female/Lance/Flier/Beast	1	50	30	Reaping Black Pegasus |AUTO| When you Class Change into this unit, choose 1 of your opponent's orbs, and send it to the Retreat Area. Until the end of your opponent's next turn, this unit gains +30 attack. This skill will not trigger if this unit Class Changes by a skill's effect.	Alm-Defending Flames |CONT|  If you have an allied "Alm", this unit acquires <Tome> and range 1-2.	-	-	
Faye, Watchful Black Wings+	B11	B11-055Rplus_SAMPLE	Red	R+	3(4)	Harrier	Female/Lance/Flier/Beast	1	50	30	Reaping Black Pegasus |AUTO| When you Class Change into this unit, choose 1 of your opponent's orbs, and send it to the Retreat Area. Until the end of your opponent's next turn, this unit gains +30 attack. This skill cannot be activated if this unit Class Changed from a skill's effect.	Alm-Defending Flames |CONT|  If you have an allied "Alm", this unit acquires <Tome> and range 1-2.	-	-	
Faye, Soaring Heart	B11	B11-056N_SAMPLE	Red	N	2	Pegasus Knight	Female/Lance/Flier/Beast	1	40	30	Daydream |ACT| [Tap this unit] Until the end of your opponent's next turn, allied "Alm" gains +10 attack.	Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.	-	-	
Clair, Highborn Flier	B11	B11-057HN_SAMPLE	Red	HN	3(2)	Falcon Knight	Female/Lance/Flier/Beast	1	50	30	Zofian Pegasus Knight |ACT| [Once per Turn] [Tap 1 <Red> ally] Until the end of the turn, your Main Character gains +10 attack.	Noble Cooperation |AUTO| [Once per Turn] When this unit is tapped by a skill's cost or effect, untap this unit.	-	-	
Clive, Resplendent Chivalry	B11	B11-058R_SAMPLE	Red	R	4(5)	Skogul	Male/Lance/Beast	1	70	10	Battle-State Cleaver |AUTO| When you Class Change into this unit, choose up to 2 <Red> cards with a Deployment Cost of 3 or lower from your hand, and deploy them. This skill will not trigger if this unit Class Changes by a skill's effect.	Shining Lance Aloft |ACT| [Once per Turn] [Tap 1 ally] Until the end of the turn, all allies gain +10 attack.	Unrestrained Knight |AUTO| At the end of your turn, choose as many allies in the Front Line as you wish, and move them.	-	
Clive, Resplendent Chivalry+	B11	B11-058Rplus_SAMPLE	Red	R+	4(5)	Skogul	Male/Lance/Beast	1	70	10	Battle-State Cleaver |AUTO| When you Class Change into this unit, choose up to 2 <Red> cards with a Deployment Cost of 3 or lower from your hand, and deploy them. This skill will not trigger if this unit Class Changes by a skill's effect.	Shining Lance Aloft |ACT| [Once per Turn] [Tap 1 ally] Until the end of the turn, all allies gain +10 attack.	Unrestrained Knight |AUTO| At the end of your turn, choose as many allies in the Front Line as you wish, and move them.	-	
Forsyth, Loyal and Strict Lieutenant	B11	B11-059HN_SAMPLE	Red	HN	3(2)	Knight	Male/Lance/Armored	1	50	10	"Leave it to me!" |AUTO| When this unit is deployed, until the end of your opponent's next turn, this unit gains +20 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	-	
Python, Snide Sharpshooter	B11	B11-060HN_SAMPLE	Red	HN	3(2)	Sniper	Male/Bow	1-3	40	20	You can do it. |AUTO| When this unit is deployed, this unit gains +10 attack until the end of this turn.	"I don't wanna die either." |ACT|  [Flip 1 Bond face-down] If this unit is not your Main Character, and if this unit isn't Leveled Up, add this card to your hand.	-	-	
Luthier, Hearer of the Spirit's Voice	B11	B11-061HN_SAMPLE	Red	HN	3(2)	Sage	Male/Tome	1-2	50	20	Honed Sorcery |ACT| [Once per Turn]  [Flip 1 <Red> Bond face-down] Until the end of the turn, this unit gains +10 attack and range 1-3.	Spirit Whisper |CONT| Class Changed <Tome> allies' attacks cannot be evaded by non-Main Character enemies.	-	-	
Luthier, The Forest Village’s Prodigy	B11	B11-062N_SAMPLE	Red	N	1	Mage	Male/Tome	1-2	30	20	Solitary Mage |CONT| During your turn, if the only units you have are "Luthier" and "Delthea", this unit gains +20 attack.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Delthea, Dark-Garbed Mage Girl	B11	B11-063SR_SAMPLE	Red	SR	4(5)	Enchantress	Female/Tome	1-2	60	20	Lethal Grin |AUTO| When you Class Change into this unit, choose 2 cards without looking from your opponent's hand, and send them to the Retreat Area. This skill will not activate if this unit Class Changes by a skill's effect.	Elder Gods' Sorcery |CONT| During your turn, if you have more cards in your hand than your opponent, this unit gains +10 attack and acquires 1-3 range	-	-	
Delthea, Dark-Garbed Mage Girl+	B11	B11-063SRplus_SAMPLE	Red	SR+	4(5)	Enchantress	Female/Tome	1-2	60	20	Lethal Grin |AUTO| When you Class Change into this unit, choose 2 cards without looking from your opponent's hand, and send them to the Retreat Area. This skill will not activate if this unit Class Changes by a skill's effect.	Elder Gods' Sorcery |CONT| During your turn, if you have more cards in your hand than your opponent, this unit gains +10 attack and acquires 1-3 range	-	-	
Boey, Skillful Young Sage	B11	B11-064HN_SAMPLE	Red	HN	3(2)	Sage	Male/Tome	1-2	50	20	Resolve Against the Faithful |CONT| If this unit is attacking a <Tome>, this unit gains +10 attack.	The Fruits of Monasticism |ACT| [Once per Turn] [Send 1 <Tome> card from your hand to the Retreat Area] Draw 1 card.	-	-	
Boey, Island-Raised Mage,	B11	B11-065N_SAMPLE	Red	N	1	Mage	Male/Tome	1-2	30	20	Steadfast Servant |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +10 attack.	-	-	|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card from your hand, and send it to the Retreat Area.	
Genny, Supreme Saint	B11	B11-066R_SAMPLE	Red	R	4(5)	Exemplar	Female/Tome	1-2	60	20	Light of the Faerie Queen |AUTO| When you Class Change into this unit, if you have 4 or fewer Orbs, choose 1 card from your Retreat Area and add it to your Orbs. This skill will not activate if this unit Class Changes by a skill's effect.	Purifying Healing |ACT|  [Flip 3 Bonds face-down] Choose up to 2 non-"Genny" cards with different Unit Names than each other from your Retreat Area, and add them to your hand.	-	-	
Valbar, Grand Golden General	B11	B11-067R_SAMPLE	Red	R	5(3)	Baron	Male/Lance/Armored	1	60	10	Roiling Manliness |ACT| [Tap 1 other ally] Until the end of the turn, this unit gains +20 attack.	Golden Fortress |AUTO| [Send 1 "Valbar" from your hand to the Retreat Area] At the end of your turn, you may pay the cost and if you do: Until the end of your opponent's next turn, all allies gain +20 attack.	Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.	-	
Valbar, Family-Loving Soldier	B11	B11-068N_SAMPLE	Red	N	1	Soldier	Male/Lance	1	40	10	Prized Brawn |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +10 attack.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Kamui, Eastern Whirlwind Blade	B11	B11-069HN_SAMPLE	Red	HN	4(2)	Dread Fighter	Male/Sword	1	70	10	Readiness Mastery |AUTO| When this unit's attack ends, you may untap this unit. If you do, then until the end of the turn, this unit cannot attack.	Distant Blow |AUTO|  [Tap this unit, Flip 3 Bonds face-down] At the end of your turn, you may pay the cost and if you do: Choose 1 non-Main Character enemy, and destroy them.	-	-	
Kamui, Wandering Sellsword	B11	B11-070N_SAMPLE	Red	N	1	Mercenary	Male/Sword	1	40	10	"That was dangerous!" |AUTO|  When this unit is not destroyed by an enemy's attack, this unit gains +20 attack until the end of this turn.	-	-	|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack.	
Leon, True of Heart	B11	B11-071HN_SAMPLE	Red	HN	4(2)	Bow Knight	Male/Bow/Beast	1-3	50	20	A World That Must Be Protected |AUTO| [Once per Turn]  When this unit is tapped via a skill's cost or effect, untap this unit. Until the end of the turn, this unit gains +10 attack.	"Fighting at your side is enough!" |AUTO|  [Flip 1 Bond face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: Choose 1 "Valbar" from your Retreat Area, and add it to your hand.	-	-	
Leon, Valbar's Bow	B11	B11-072N_SAMPLE	Red	N	1	Archer	Male/Bow	1-3	20	20	"I will do my best" |CONT|  If you have an allied "Valbar", this unit gains +10 attack.	-	-	|ATK SUPP| Cover Emblem: At the end of this combat, you may move your attacking unit.	
Rinea, Flickering Memory of Love	B11	B11-073HN_SAMPLE	Red	HN	3	Witch	Female/Tome	1-2	50	20	Inferno of Love |AUTO| [Flip 1 Bond face-down] When this unit is deployed, if you have no cards in your hand, you may pay the cost and if you do: Draw 2 cards.	Dance in Puragatory |CONT|  If this unit is sent to the Retreat Area as the result of being destroyed by a <Red> ally's skill cost or effect, you may instead add this card to your hand.	-	-	
Yuzu, God-Serving Swordmaster	B11	B11-074N_SAMPLE	Red	N	3(2)	Priestess	Female/Sword	1	60	20	Combat Art: Armor Disruptor |CONT| If this unit is attacking an <Armored>, this unit gains +30 attack.	Fire |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires <Tome> and range 1-2.	-	-	
Randal, Night-Owl Paladin	B11	B11-075N_SAMPLE	Red	N	3(2)	Paladin	Male/Lance/Beast	1	60	10	"Excellent! It's odds!" |AUTO| At the start of your Action Phase, if you have an odd number of allies, this unit gains +20 attack.	"Too bad? It's evens." |AUTO| At the start of your opponent's Action Phase, if you have an even number of allies, this unit gains +20 attack.	-	-	
Rowan, Shining Sun Prince	B11	B11-076SR_SAMPLE	Colorless	SR	4(3)	Great Lord	Male/Sword	1	70	20	[HS] "Right, leave it to me!" |ACT| Transfer Main Character status from your <Symbol-less> Main Character to this unit. If you do, return that ally who was previously your Main Character back to your hand.	Warriors' Enliron |AUTO| [Flip 2 Bonds face-down] When this unit is deployed, you may pay the cost and if you do: Choose 1 non-Main Character enemy, and destroy them.	"You're firing me up!" |AUTO| Each time an enemy is destroyed by an ally's skill, until the end of the turn, this unit gains +20 attack.	-	
Rowan, Shining Sun Prince+	B11	B11-076SRplus_SAMPLE	Colorless	SR+	4(3)	Great Lord	Male/Sword	1	70	20	[HS] "Right, leave it to me!" |ACT| Transfer Main Character status from your <Symbol-less> Main Character to this unit. If you do, return that ally who was previously your Main Character back to your hand.	Warriors' Enliron |AUTO| [Flip 2 Bonds face-down] When this unit is deployed, you may pay the cost and if you do: Choose 1 non-Main Character enemy, and destroy them.	"You're firing me up!" |AUTO| Each time an enemy is destroyed by an ally's skill, until the end of the turn, this unit gains +20 attack.	-	
Rowan, Unrivaled Sacred Sword	B11	B11-077N_SAMPLE	Colorless	N	3(2)	Great Lord	Male/Sword	1	60	20	"With this power, we'll protect everyone!" |ACT| [Once per Turn] [Flip 3 Bonds face-down] Untap this unit.	-	-	-	
Rowan, Prince of Aytolis	B11	B11-078HN_SAMPLE	Colorless	HN	1	Lord	Male/Sword	1	40	20	Knighthood-Aspiring Prince |AUTO| When this unit's attack destroys an enemy, choose 1 ally. Until the end of the turn, that ally gains +10 attack.	-	-	|ATK SUPP| Tandem Emblem: Until the end of this combat, your <Symbol-less> attacking unit gains +10 attack.	
Lianna, Beautiful Sunflower Princess	B11	B11-079SR_SAMPLE	Colorless	SR	4(3)	Great Lord	Female/Sword	1	70	20	[HS] "Here I go!" |ACT| Transfer Main Character status from your <Symbol-less> Main Character to this unit. If you do, return that ally who was previously your Main Character back to your hand.	Radiant Facinna |AUTO| When this unit is deployed, choose up to 1 non-Main Character enemy with a Deployment Cost of 2 or lower, and destroy them.	"The light of hope!" |AUTO| [Flip 1 Bond face-down] Each time an enemy is destroyed by an ally's skill, you may pay the cost and if you do: Draw 1 card.	-	
Lianna, Beautiful Sunflower Princess+	B11	B11-079SRplus_SAMPLE	Colorless	SR+	4(3)	Great Lord	Female/Sword	1	70	20	[HS] "Here I go!" |ACT| Transfer Main Character status from your <Symbol-less> Main Character to this unit. If you do, return that ally who was previously your Main Character back to your hand.	Radiant Facinna |AUTO| When this unit is deployed, choose up to 1 non-Main Character enemy with a Deployment Cost of 2 or lower, and destroy them.	"The light of hope!" |AUTO| [Flip 1 Bond face-down] Each time an enemy is destroyed by an ally's skill, you may pay the cost and if you do: Draw 1 card.	-	
Lianna, Persevering Sacred Sword	B11	B11-080N_SAMPLE	Colorless	N	3(2)	Great Lord	Female/Sword	1	60	20	"No time to stop!" |AUTO| [Once per Turn] [Flip 2 Bonds face-down] When this unit's attack destroys a non-Main Character enemy, you may pay the cost and if you do: Untap this unit.	-	-	-	
Lianna, Princess of Aytolis	B11	B11-081HN_SAMPLE	Colorless	HN	1	Lord	Female/Sword	1	40	20	Valedictory Princess |AUTO| [Once per Turn] When an enemy is destroyed, until the end of the turn, this unit gains +10 attack.	-	-	|DEF SUPP| Tandem Emblem: Until the end of this combat, your <Symbol-less> defending unit gains +10 attack.	
Chrom, Exalt of Bonds	B11	B11-082R_SAMPLE	Colorless	R	4(3)	Great Lord	Male/Sword	1	70	20	Brave Anri-Like Figure |AUTO| When this unit's attack destroys an enemy, if you have no Bond cards with a <Symbol>, choose 1 other ally. Until the end of your opponent's next turn, that ally gains +20 attack.	Bond with Heroes |CONT| During your turn, your Main Character gains +10 attack.	-	-	
Chrom, Hero of Ylisse	B11	B11-083N_SAMPLE	Colorless	N	1	Lord	Male/Sword	1	40	20	Wielder of the Blue Gemstone |AUTO| When this unit is deployed, you may choose 1 of your Orbs, and look at it.	-	-	|ATK SUPP| Tandem Emblem: Until the end of this combat, your <Symbol-less> attacking unit gains +10 attack.	
Lissa, Exalted Battle-Axe Girl	B11	B11-084N_SAMPLE	Colorless	N	2	Cleric	Female/Axe	1	40	20	"Now I'm mad!" |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +20 attack.	Battleaxe Typhoon |ACT| [Tap this unit, Flip 1 Bond face-down] Your opponent adds all cards in their Retreat Area to their Deck. Afterwards, they shuffle their Deck. This skill may only be used if this unit is in the Front Line.	-	-	
